timestamp,ghi_26h,dni_26h,ghi_clear_26h,dni_clear_26h,ghi_kt_26h,dni_kt_26h,elevation_26h,ghi_27h,dni_27h,ghi_clear_27h,dni_clear_27h,ghi_kt_27h,dni_kt_27h,elevation_27h,ghi_28h,dni_28h,ghi_clear_28h,dni_clear_28h,ghi_kt_28h,dni_kt_28h,elevation_28h,ghi_29h,dni_29h,ghi_clear_29h,dni_clear_29h,ghi_kt_29h,dni_kt_29h,elevation_29h,ghi_30h,dni_30h,ghi_clear_30h,dni_clear_30h,ghi_kt_30h,dni_kt_30h,elevation_30h,ghi_31h,dni_31h,ghi_clear_31h,dni_clear_31h,ghi_kt_31h,dni_kt_31h,elevation_31h,ghi_32h,dni_32h,ghi_clear_32h,dni_clear_32h,ghi_kt_32h,dni_kt_32h,elevation_32h,ghi_33h,dni_33h,ghi_clear_33h,dni_clear_33h,ghi_kt_33h,dni_kt_33h,elevation_33h,ghi_34h,dni_34h,ghi_clear_34h,dni_clear_34h,ghi_kt_34h,dni_kt_34h,elevation_34h,ghi_35h,dni_35h,ghi_clear_35h,dni_clear_35h,ghi_kt_35h,dni_kt_35h,elevation_35h,ghi_36h,dni_36h,ghi_clear_36h,dni_clear_36h,ghi_kt_36h,dni_kt_36h,elevation_36h,ghi_37h,dni_37h,ghi_clear_37h,dni_clear_37h,ghi_kt_37h,dni_kt_37h,elevation_37h,ghi_38h,dni_38h,ghi_clear_38h,dni_clear_38h,ghi_kt_38h,dni_kt_38h,elevation_38h,ghi_39h,dni_39h,ghi_clear_39h,dni_clear_39h,ghi_kt_39h,dni_kt_39h,elevation_39h,ghi_40h,dni_40h,ghi_clear_40h,dni_clear_40h,ghi_kt_40h,dni_kt_40h,elevation_40h
2014-01-12 12:00:00,0.000000,0.000000,0.000000,0.000000,1.200000,1.200000,-21.305668,0.000000,0.000000,0.000000,0.000000,1.200000,1.200000,-10.021381,16.612500,101.129167,8.881244,53.903601,1.200000,1.200000,0.663246,157.024833,633.598333,121.912025,435.647752,1.198097,1.200000,10.414027,310.755000,778.593333,277.166799,668.807382,1.124421,1.162856,18.783735,430.658333,848.016667,398.558894,766.674498,1.081075,1.106373,25.194188,499.865000,871.316667,468.997632,807.400358,1.065858,1.079187,29.002785,513.806667,869.950000,481.822656,813.928230,1.066404,1.068826,29.707360,468.985000,838.050000,435.924814,789.379186,1.075970,1.061612,27.202693,371.345000,772.845000,335.401322,721.229146,1.108355,1.071645,21.844655,231.316667,641.563333,191.359982,563.162993,1.186485,1.134905,14.247715,73.605333,222.591667,42.040268,198.825803,1.197066,1.133241,5.033956,0.364833,0.000000,0.006248,0.131394,1.200000,1.200000,-5.291229,0.000000,0.000000,0.000000,0.000000,1.200000,1.200000,-16.348988,0.000000,0.000000,0.000000,0.000000,1.200000,1.200000,-27.848055
2014-01-13 12:00:00,0.000000,0.000000,0.000000,0.000000,1.200000,1.200000,-21.275973,0.000000,0.000000,0.000000,0.000000,1.200000,1.200000,-9.980841,16.986167,107.394333,9.156662,55.336866,1.200000,1.200000,0.719732,158.049333,643.931667,123.256557,438.518900,1.198045,1.200000,10.491504,311.818333,783.931667,279.102140,670.660798,1.120534,1.164687,18.886942,432.126667,841.966667,400.981630,768.145625,1.078132,1.096405,25.326273,502.106667,861.916667,471.862387,808.795457,1.064130,1.065710,29.163019,516.601667,863.816667,485.066891,815.457491,1.065031,1.059302,29.889528,472.926667,838.500000,439.456715,791.306345,1.076418,1.059661,27.396745,374.201667,774.605000,339.086000,724.081387,1.105013,1.070106,22.040980,234.926667,655.496667,194.935617,568.383509,1.183011,1.149083,14.440078,73.701667,236.685167,44.184082,206.856079,1.191108,1.125674,5.219625,0.428167,0.000000,0.012531,0.214995,1.200000,1.200000,-5.112591,0.000000,0.000000,0.000000,0.000000,1.200000,1.200000,-16.176271,0.000000,0.000000,0.000000,0.000000,1.200000,1.200000,-27.679104
2014-01-14 12:00:00,0.000000,0.000000,0.000000,0.000000,1.200000,1.200000,-21.240234,0.000000,0.000000,0.000000,0.000000,1.200000,1.200000,-9.934178,16.010333,79.048500,9.466039,56.915075,1.200000,1.200000,0.782517,153.535167,577.341667,124.716588,441.614865,1.190305,1.198409,10.575519,309.150000,749.705000,281.163244,672.618176,1.102153,1.116070,18.996936,430.361667,817.871667,403.527412,769.676317,1.066862,1.062815,25.465311,502.753333,851.066667,474.843064,810.230682,1.058785,1.050409,29.330153,517.950000,854.333333,488.417392,817.017225,1.060482,1.045676,30.078188,474.533333,826.066667,443.083798,793.258704,1.071192,1.041352,27.596530,380.595000,783.221667,342.854528,726.954107,1.112113,1.078124,22.242095,239.640000,654.621667,198.586744,573.612798,1.186929,1.143882,14.636300,77.445833,233.767167,46.421178,215.110122,1.200000,1.137588,5.408360,0.572167,0.000000,0.022414,0.351028,1.200000,1.200000,-4.931498,0.000000,0.000000,0.000000,0.000000,1.200000,1.200000,-16.001516,0.000000,0.000000,0.000000,0.000000,1.200000,1.200000,-27.508329
2014-01-15 12:00:00,0.000000,0.000000,0.000000,0.000000,1.200000,1.200000,-21.198430,0.000000,0.000000,0.000000,0.000000,1.200000,1.200000,-9.881388,17.907000,95.069833,9.810933,58.663602,1.200000,1.200000,0.851590,165.036167,637.401667,126.292311,444.929663,1.199944,1.200000,10.666045,325.046667,795.400000,283.349212,674.675711,1.149929,1.177294,19.113676,449.795000,865.400000,406.194803,771.263901,1.107728,1.122167,25.611249,522.701667,895.866667,477.937826,811.703734,1.093698,1.103691,29.504122,536.796667,893.066667,491.872034,818.605121,1.091342,1.090950,30.273264,494.320000,875.650000,446.803770,795.233578,1.106693,1.101194,27.801961,390.591667,799.243333,346.704599,729.843651,1.127704,1.095132,22.447901,247.511667,665.668333,202.311273,578.844609,1.191452,1.149687,14.836280,85.719667,264.193667,48.752029,223.576568,1.200000,1.170421,5.600063,0.830500,0.000000,0.037109,0.506005,1.200000,1.200000,-4.748040,0.000000,0.000000,0.000000,0.000000,1.200000,1.200000,-15.824805,0.000000,0.000000,0.000000,0.000000,1.200000,1.200000,-27.335804
2014-01-16 12:00:00,0.000000,0.000000,0.000000,0.000000,1.200000,1.200000,-21.150543,0.000000,0.000000,0.000000,0.000000,1.200000,1.200000,-9.822468,19.821500,151.858000,10.193340,60.611921,1.200000,1.200000,0.926938,171.375000,727.628333,127.983876,448.456829,1.200000,1.200000,10.763054,329.203333,851.616667,285.659064,676.829435,1.155663,1.199994,19.237119,451.621667,906.083333,408.982284,772.905636,1.104811,1.172644,25.764033,523.586667,925.650000,481.144763,813.212290,1.088274,1.138309,29.684860,537.783333,918.833333,495.428626,820.218868,1.085484,1.120211,30.474678,495.320000,897.333333,450.614288,797.228317,1.099531,1.125628,28.012948,398.106667,844.616667,350.633867,732.746463,1.137223,1.153175,22.658301,252.088333,692.556667,206.107073,584.072952,1.193551,1.181440,15.039917,90.289167,304.108667,51.176761,232.242247,1.200000,1.190012,5.794634,0.830000,0.000000,0.058031,0.710849,1.200000,1.200000,-4.562309,0.000000,0.000000,0.000000,0.000000,1.200000,1.200000,-15.646220,0.000000,0.000000,0.000000,0.000000,1.200000,1.200000,-27.161596
2014-01-17 12:00:00,0.000000,0.000000,0.000000,0.000000,1.200000,1.200000,-21.096562,0.000000,0.000000,0.000000,0.000000,1.200000,1.200000,-9.757422,20.515500,154.045500,10.615088,62.722150,1.200000,1.200000,1.008542,170.963333,714.873333,129.791374,452.189433,1.199973,1.200000,10.866513,330.198333,845.675000,288.091733,679.075230,1.149412,1.199616,19.367218,453.493333,902.466667,411.888255,774.598723,1.101617,1.165425,25.923604,525.318333,917.333333,484.461892,814.754008,1.084365,1.125942,29.872297,540.741667,913.766667,499.084921,821.856168,1.083471,1.111821,30.682350,495.130000,868.333333,454.512961,799.240314,1.089648,1.086428,28.229397,397.531667,808.058333,354.639954,735.659087,1.122293,1.098747,22.873192,256.023333,695.595000,209.971971,589.292114,1.189131,1.168855,15.247107,94.880000,341.300000,53.695149,241.092286,1.200000,1.194311,5.991977,1.245333,0.000000,0.086844,0.976828,1.200000,1.200000,-4.374396,0.000000,0.000000,0.000000,0.000000,1.200000,1.200000,-15.465840,0.000000,0.000000,0.000000,0.000000,1.200000,1.200000,-26.985775
2014-01-18 12:00:00,0.000000,0.000000,0.000000,0.000000,1.200000,1.200000,-21.036479,0.000000,0.000000,0.000000,0.000000,1.200000,1.200000,-9.686257,21.886833,154.092833,11.078358,65.044100,1.200000,1.200000,1.096382,170.686667,696.368333,131.714835,456.120104,1.197458,1.200000,10.976385,326.748333,812.878333,290.646068,681.408847,1.126753,1.182872,19.503923,451.971667,876.450000,414.911028,776.340311,1.089859,1.129276,26.089900,525.518333,900.683333,487.887155,816.326532,1.077185,1.103376,30.066361,541.455000,898.733333,502.838607,823.514733,1.076792,1.091322,30.896197,496.870000,866.433333,458.497353,801.267005,1.084002,1.081389,28.451217,402.365000,826.155000,358.720443,738.578179,1.123387,1.119201,23.092476,262.345000,724.586667,213.903751,594.496651,1.191925,1.188380,15.457750,98.900333,377.412000,56.306610,250.110271,1.200000,1.194112,6.191993,1.253667,0.000000,0.125436,1.316308,1.200000,1.200000,-4.184388,0.000000,0.000000,0.000000,0.000000,1.200000,1.200000,-15.283742,0.000000,0.000000,0.000000,0.000000,1.200000,1.200000,-26.808404
2014-01-19 12:00:00,0.000000,0.000000,0.000000,0.000000,1.200000,1.200000,-20.970291,0.000000,0.000000,0.000000,0.000000,1.200000,1.200000,-9.608983,14.575167,57.326333,11.585408,67.542181,1.129477,1.060938,1.190431,181.588000,678.645000,133.754217,460.241055,1.186453,1.172502,11.092630,342.636667,855.116667,293.320827,683.825920,1.169083,1.200000,19.647181,466.666667,909.566667,418.048836,778.127513,1.116811,1.169256,26.262857,545.205000,928.400000,491.418421,817.927501,1.109425,1.135130,30.266980,483.133333,759.810000,506.687312,825.192295,0.952727,0.920472,31.116134,523.708333,897.800000,462.564979,803.305877,1.131741,1.117641,28.678311,409.548333,838.161667,362.872881,741.500497,1.129650,1.130750,23.316048,266.533333,735.833333,217.900161,599.681389,1.190512,1.190010,15.671741,102.713167,398.823333,59.010216,259.278459,1.200000,1.200000,6.394585,1.391167,0.000000,0.175906,1.742552,1.200000,1.200000,-3.992374,0.000000,0.000000,0.000000,0.000000,1.200000,1.200000,-15.100003,0.000000,0.000000,0.000000,0.000000,1.200000,1.200000,-26.629547
2014-01-20 12:00:00,0.000000,0.000000,0.000000,0.000000,1.200000,1.200000,-20.897999,0.000000,0.000000,0.000000,0.000000,1.200000,1.200000,-9.525616,24.706167,151.069000,12.138661,70.266017,1.200000,1.200000,1.290658,141.786667,556.180000,135.909403,464.544117,1.012554,0.999799,11.215203,329.443333,727.055000,296.114686,686.321989,1.097060,1.047475,19.796935,414.621667,559.841667,421.299828,779.957409,0.975983,0.715608,26.442406,518.203333,712.595000,495.053485,819.554551,1.047764,0.870024,30.474074,514.626667,691.221667,510.628602,826.886608,1.007816,0.835907,31.342076,515.105000,845.586667,466.713301,805.354466,1.102717,1.049871,28.910582,407.526667,786.798333,367.094775,744.422910,1.109381,1.056720,23.543805,256.513333,637.360000,221.958900,604.841413,1.127985,1.049498,15.888977,112.652333,409.615667,61.804694,268.578019,1.200000,1.194452,6.599655,2.018333,0.005500,0.240548,2.269469,1.200000,1.200000,-3.798442,0.000000,0.000000,0.000000,0.000000,1.200000,1.200000,-14.914699,0.000000,0.000000,0.000000,0.000000,1.200000,1.200000,-26.449265
2014-01-21 12:00:00,0.000000,0.000000,0.000000,0.000000,1.200000,1.200000,-20.819607,0.000000,0.000000,0.000000,0.000000,1.200000,1.200000,-9.436175,28.045333,187.565333,12.740622,73.179901,1.200000,1.200000,1.397031,180.781667,738.790000,138.180202,469.020783,1.199459,1.200000,11.344058,336.893333,839.916667,299.026238,688.892518,1.130114,1.192277,19.953124,459.183333,889.333333,424.662073,781.827061,1.081799,1.137813,26.628478,531.566667,904.216667,498.790066,821.205327,1.065799,1.101149,30.687566,545.846667,896.533333,514.659975,828.595448,1.060594,1.081979,31.573931,501.553333,856.550000,470.939727,807.410357,1.065205,1.060818,29.147931,402.978333,793.025000,371.383578,747.342385,1.085904,1.061169,23.775641,260.500000,665.948333,226.077611,609.972049,1.154891,1.094240,16.109352,100.180667,340.480167,64.688441,277.989299,1.200000,1.197286,6.807104,2.011833,0.036500,0.321822,2.911343,1.200000,1.200000,-3.602680,0.000000,0.000000,0.000000,0.000000,1.200000,1.200000,-14.727903,0.000000,0.000000,0.000000,0.000000,1.200000,1.200000,-26.267621
2014-01-22 12:00:00,0.000000,0.000000,0.000000,0.000000,1.200000,1.200000,-20.735123,0.000000,0.000000,0.000000,0.000000,1.200000,1.200000,-9.340682,7.067500,4.846167,13.394126,76.335362,1.086395,1.017673,1.509512,154.738000,474.060833,140.566343,473.662255,1.080750,0.974325,11.479143,322.745000,707.273333,302.053994,691.532916,1.068829,1.022833,20.115686,445.113333,763.113333,428.133561,783.733519,1.040390,0.974212,26.820999,521.090000,798.733333,502.625811,822.877479,1.036616,0.970551,30.907372,542.835000,831.083333,518.778859,830.316618,1.046354,1.000910,31.811607,500.283333,806.275000,475.241595,809.471187,1.052986,0.996127,29.390254,403.961667,752.643333,375.736682,750.255985,1.075561,1.003032,24.011448,258.715000,617.175000,230.253870,615.068852,1.131557,1.005056,16.332759,99.865500,296.315333,67.659533,287.492079,1.200000,1.129152,7.016832,2.533000,0.073500,0.422327,3.682544,1.200000,1.200000,-3.405176,0.000000,0.000000,0.000000,0.000000,1.200000,1.200000,-14.539693,0.000000,0.000000,0.000000,0.000000,1.200000,1.200000,-26.084676
2014-01-23 12:00:00,0.000000,0.000000,0.000000,0.000000,1.200000,1.200000,-20.644560,0.000000,0.000000,0.000000,0.000000,1.200000,1.200000,-9.239162,25.815667,132.359000,14.101841,79.716576,1.200000,1.200000,1.628064,173.143333,615.620000,143.067481,478.459483,1.180221,1.193872,11.620406,328.225000,756.733333,305.196394,694.238556,1.078370,1.091764,20.284554,445.508333,788.541667,431.712207,785.673830,1.032471,1.004060,27.019892,517.580000,804.848333,506.558287,824.568673,1.021660,0.976025,31.133406,534.313333,793.835000,522.982605,832.047951,1.021572,0.954017,32.055010,466.816667,714.143333,479.616171,811.534637,0.976161,0.881209,29.637446,406.450000,753.788333,380.151406,753.160863,1.070243,1.001066,24.251112,268.780000,645.803333,234.485171,620.127582,1.147795,1.045499,16.559087,109.224333,336.628000,70.715736,297.065842,1.200000,1.193056,7.228735,1.167833,0.000000,0.544768,4.597242,1.200000,1.200000,-3.206023,0.000000,0.000000,0.000000,0.000000,1.200000,1.200000,-14.350146,0.000000,0.000000,0.000000,0.000000,1.200000,1.200000,-25.900493
