timestamp,nam_ghi_26h,nam_ghi_27h,nam_ghi_28h,nam_ghi_29h,nam_ghi_30h,nam_ghi_31h,nam_ghi_32h,nam_ghi_33h,nam_ghi_34h,nam_ghi_35h,nam_ghi_36h,nam_ghi_37h,nam_ghi_38h,nam_ghi_39h,nam_ghi_40h,nam_dni_26h,nam_dni_27h,nam_dni_28h,nam_dni_29h,nam_dni_30h,nam_dni_31h,nam_dni_32h,nam_dni_33h,nam_dni_34h,nam_dni_35h,nam_dni_36h,nam_dni_37h,nam_dni_38h,nam_dni_39h,nam_dni_40h,nam_cc_26h,nam_cc_27h,nam_cc_28h,nam_cc_29h,nam_cc_30h,nam_cc_31h,nam_cc_32h,nam_cc_33h,nam_cc_34h,nam_cc_35h,nam_cc_36h,nam_cc_37h,nam_cc_38h,nam_cc_39h,nam_cc_40h
2014-01-12 12:00:00,0.000000,0.000000,104.875000,289.375000,439.625000,540.750000,584.250000,565.250000,477.875000,351.625000,174.000000,116.000000,58.000000,0.000000,0.000000,0.000000,0.000000,510.162332,770.336153,880.100107,928.683956,945.580146,939.291739,905.960879,829.874150,662.630188,441.753459,220.876729,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.000000,4.000000,4.000000,2.666667,1.333333,0.000000,0.000000
2014-01-13 12:00:00,0.000000,0.000000,109.000000,296.875000,448.875000,550.500000,593.125000,573.500000,495.500000,360.875000,180.250000,120.166667,60.083333,0.000000,0.000000,0.000000,0.000000,512.192642,772.285444,881.165941,929.530468,946.574007,940.602002,908.634354,833.016940,664.869214,443.246143,221.623071,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2014-01-14 12:00:00,0.000000,0.000000,108.750000,295.125000,446.125000,547.545000,591.125000,572.875000,496.375000,363.625000,184.375000,122.916667,61.458333,0.000000,0.000000,0.000000,0.000000,515.330494,773.833178,882.545793,930.788886,947.706613,941.800925,910.279565,835.671764,669.496829,446.331220,223.165610,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2014-01-15 12:00:00,0.000000,0.000000,115.625000,309.750000,466.375000,570.942000,615.125000,596.000000,517.500000,381.250000,197.125000,131.416667,65.708333,0.000000,0.000000,0.000000,0.000000,518.834906,775.208862,881.783784,929.441877,946.783167,941.709349,911.056804,838.820545,671.327513,447.551675,223.775837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2014-01-16 12:00:00,0.000000,0.000000,113.125000,301.875000,455.000000,558.121000,602.750000,585.500000,509.750000,376.625000,196.250000,130.833333,65.416667,0.000000,0.000000,0.000000,0.000000,521.729439,777.713704,885.103707,932.896100,949.870082,944.399871,913.788161,841.486594,677.410579,451.607053,225.803526,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2014-01-17 12:00:00,0.000000,0.000000,116.750000,306.750000,461.375000,568.742000,612.625000,597.500000,526.000000,385.500000,202.125000,134.750000,67.375000,0.000000,0.000000,0.000000,0.000000,525.445403,779.772037,886.258075,933.366545,950.576321,945.198785,914.461999,844.370224,682.058758,454.705839,227.352919,0.000000,0.000000,6.000000,8.000000,0.000000,0.000000,0.000000,14.000000,34.000000,28.000000,14.000000,2.000000,0.000000,8.000000,16.000000,24.000000,17.333333
2014-01-18 12:00:00,0.000000,0.000000,121.500000,307.500000,461.125000,565.342000,610.750000,593.875000,518.375000,385.250000,204.875000,136.583333,68.291667,0.000000,0.000000,0.000000,0.000000,529.771120,781.859511,887.903382,935.192428,952.115949,946.989436,917.264914,846.999392,687.449849,458.299899,229.149949,0.000000,0.000000,30.000000,24.000000,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2014-01-19 12:00:00,0.000000,0.000000,120.000000,311.625000,467.375000,574.180000,621.125000,605.875000,532.375000,404.375000,211.125000,140.750000,70.375000,0.000000,0.000000,0.000000,0.000000,533.210627,784.061677,889.153502,935.920683,952.778549,947.792987,918.262207,849.127112,692.205695,461.470464,230.735232,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.000000,2.000000,24.000000,18.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2014-01-20 12:00:00,0.000000,0.000000,121.500000,312.625000,470.500000,573.133000,619.000000,606.500000,534.625000,407.250000,233.375000,155.583333,77.791667,0.000000,0.000000,0.000000,0.000000,537.370567,786.320210,890.667338,937.569355,954.417914,949.427271,920.265706,852.057572,698.115669,465.410446,232.705223,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,22.000000,28.000000,26.000000,20.000000,18.000000,16.000000,14.000000,9.333333
2014-01-21 12:00:00,0.000000,0.000000,122.500000,312.875000,467.875000,572.648000,618.500000,602.000000,526.750000,394.250000,215.000000,143.333333,71.666667,0.000000,0.000000,0.000000,0.000000,541.759970,788.584624,892.541181,938.989687,955.676140,950.916040,922.501976,854.990364,703.172423,468.781616,234.390808,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2014-01-22 12:00:00,0.000000,0.000000,124.750000,315.250000,470.375000,575.149000,621.125000,605.000000,530.375000,398.375000,219.375000,146.250000,73.125000,0.000000,0.000000,0.000000,0.000000,546.307953,790.986077,894.145366,940.265233,956.832793,952.183496,924.221557,857.686704,708.102911,472.068608,236.034304,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2014-01-23 12:00:00,0.000000,0.000000,127.750000,312.875000,465.250000,565.609000,614.875000,596.250000,526.125000,404.500000,237.375000,158.250000,79.125000,0.000000,0.000000,0.000000,0.000000,550.991010,793.121559,895.534815,940.661479,957.128411,951.888730,925.284919,860.490726,712.925248,475.283499,237.641749,0.000000,0.000000,0.000000,0.000000,4.000000,84.000000,36.000000,0.000000,4.000000,72.000000,92.000000,82.000000,50.000000,50.000000,50.000000,50.000000,33.333333
2014-01-24 12:00:00,0.000000,0.000000,126.125000,313.000000,465.375000,569.248000,615.750000,600.875000,528.125000,398.375000,222.500000,148.333333,74.166667,0.000000,0.000000,0.000000,0.000000,556.863540,795.460577,896.921052,941.887038,957.715366,953.201057,926.655065,862.278375,719.732370,479.821580,239.910790,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.333333,14.666667,22.000000,22.666667
2014-01-25 12:00:00,0.000000,0.000000,136.375000,311.500000,463.000000,560.759000,608.250000,603.125000,528.625000,399.250000,224.375000,149.583333,74.791667,0.000000,0.000000,0.000000,0.000000,561.187992,797.784208,897.900311,940.307458,955.503249,953.963027,927.633470,864.503889,725.619457,483.746305,241.873152,0.000000,0.000000,88.000000,26.000000,18.000000,96.000000,76.000000,88.000000,66.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2014-01-26 12:00:00,0.000000,0.000000,138.500000,316.500000,462.250000,561.685000,618.125000,569.875000,468.375000,287.500000,149.125000,99.416667,49.708333,0.000000,0.000000,0.000000,0.000000,566.225947,800.555891,898.859509,940.422585,958.459233,930.070837,844.243766,463.939315,339.484626,226.323084,113.161542,0.000000,0.000000,92.000000,100.000000,86.000000,94.000000,92.000000,86.000000,52.000000,98.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000
2014-01-27 12:00:00,0.000000,0.000000,100.625000,169.375000,237.625000,254.040000,230.000000,154.250000,142.000000,128.125000,77.500000,51.666667,25.833333,0.000000,0.000000,0.000000,0.000000,548.166286,186.733572,131.418601,66.852536,26.800688,0.000000,0.000000,0.277522,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,76.000000
2014-01-28 12:00:00,0.000000,0.000000,45.000000,99.625000,153.750000,435.832000,389.500000,424.750000,319.125000,189.625000,81.000000,54.000000,27.000000,0.000000,0.000000,0.000000,0.000000,2.499748,0.000000,7.585037,521.469505,259.045593,382.838133,224.806249,85.683443,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000
2014-01-29 12:00:00,0.000000,0.000000,135.750000,327.125000,483.875000,449.061000,229.125000,113.625000,122.000000,100.625000,65.875000,43.916667,21.958333,0.000000,0.000000,0.000000,0.000000,586.443362,808.879665,905.433117,571.376400,24.303290,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,32.000000,100.000000,14.000000,20.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,68.000000,36.000000,4.000000,2.666667
2014-01-30 12:00:00,0.000000,0.000000,143.750000,332.750000,486.875000,594.743000,645.250000,638.125000,567.875000,437.250000,258.250000,172.166667,86.083333,0.000000,0.000000,0.000000,0.000000,588.400037,811.871718,907.072810,949.602501,965.036953,962.195850,937.799859,878.769076,746.170415,497.446944,248.723472,0.000000,0.000000,6.000000,0.000000,0.000000,0.000000,2.000000,2.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2014-01-31 12:00:00,0.000000,0.000000,151.375000,345.125000,495.000000,588.159000,618.250000,612.250000,543.125000,442.000000,262.375000,174.916667,87.458333,0.000000,0.000000,0.000000,0.000000,593.451142,815.342994,909.227086,948.221118,951.236540,952.729363,932.621759,881.260795,750.741362,500.494242,250.247120,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.000000,10.000000,10.000000,8.000000,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2014-02-01 12:00:00,0.000000,0.000000,121.500000,250.250000,376.125000,458.744000,576.625000,602.250000,552.625000,446.750000,281.500000,187.666667,93.833333,0.000000,0.000000,0.000000,0.000000,649.459443,563.978583,580.478918,564.735298,866.298434,940.474460,936.066210,883.716735,756.149397,504.099598,252.049799,0.000000,0.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,94.000000,58.000000,6.000000,4.000000,2.000000,0.000000,0.000000
2014-02-02 12:00:00,0.000000,0.000000,154.250000,127.375000,130.125000,171.962000,206.000000,464.500000,333.375000,149.250000,98.000000,65.333333,32.666667,0.000000,0.000000,0.000000,0.000000,605.522270,28.258384,0.000000,2.523822,10.864640,448.815851,220.242119,11.782132,20.060094,13.373396,6.686698,0.000000,0.000000,0.000000,0.000000,0.000000,10.000000,14.000000,66.000000,100.000000,100.000000,100.000000,100.000000,100.000000,68.000000,36.000000,4.000000,6.000000
2014-02-03 12:00:00,0.000000,0.000000,162.375000,358.500000,517.750000,626.402000,676.250000,662.750000,592.750000,468.750000,293.000000,195.333333,97.666667,0.000000,0.000000,0.000000,0.000000,611.046884,824.208188,914.974564,955.948850,970.879141,967.473358,944.285711,888.499358,765.008400,510.005600,255.002800,0.000000,0.000000,18.000000,12.000000,0.000000,0.000000,0.000000,0.000000,6.000000,40.000000,48.000000,26.000000,38.000000,47.333333,56.666667,66.000000,44.000000
2014-02-04 12:00:00,0.000000,0.000000,163.500000,356.000000,512.861000,619.856000,668.750000,656.000000,585.625000,427.250000,285.375000,190.250000,95.125000,0.000000,0.000000,0.000000,0.000000,617.070404,826.806171,916.391909,956.245646,970.315635,966.972531,945.042494,883.200152,768.532993,512.355329,256.177664,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,50.000000,100.000000,84.000000,89.333333,94.666667,100.000000,100.000000
2014-02-05 12:00:00,0.000000,0.000000,39.875000,85.125000,94.706900,164.702000,281.750000,232.625000,231.875000,176.000000,83.125000,55.416667,27.708333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.685227,22.017104,40.044082,34.918648,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000
2014-02-06 12:00:00,0.000000,0.000000,62.250000,161.375000,261.081000,400.653000,454.375000,337.375000,249.500000,113.625000,36.750000,24.500000,12.250000,0.000000,0.000000,0.000000,0.000000,30.266783,87.171660,129.532878,298.821796,344.051474,118.193555,54.947137,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000
2014-02-07 12:00:00,0.000000,0.000000,16.000000,32.625000,48.079600,60.842900,75.375000,53.500000,54.750000,44.500000,25.625000,17.083333,8.541667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000
2014-02-08 12:00:00,0.000000,0.000000,13.750000,33.500000,34.313200,50.208700,58.250000,49.875000,56.625000,34.375000,18.125000,12.083333,6.041667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000
2014-02-09 12:00:00,0.000000,0.000000,30.500000,76.500000,120.325000,186.980000,209.750000,433.000000,546.250000,472.875000,310.000000,206.666667,103.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.533808,9.494041,281.714974,888.942222,900.505584,788.985632,525.990422,262.995211,0.000000,0.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,52.000000,20.000000,24.000000,16.000000,14.666667,13.333333,12.000000,13.333333
2014-02-10 12:00:00,0.000000,0.000000,169.000000,284.625000,463.504000,476.388000,545.532000,600.625000,610.000000,490.750000,321.250000,214.166667,107.083333,0.000000,0.000000,0.000000,0.000000,668.486775,583.539835,826.149200,481.650908,598.440581,839.920035,952.281733,904.102833,793.272959,528.848640,264.424319,0.000000,0.000000,96.000000,100.000000,98.000000,100.000000,100.000000,100.000000,100.000000,100.000000,48.000000,20.000000,16.000000,40.000000,64.000000,88.000000,74.000000
2014-02-11 12:00:00,0.000000,0.000000,162.500000,289.125000,412.040000,574.278000,631.608000,621.500000,606.375000,346.875000,239.875000,159.916667,79.958333,0.000000,0.000000,0.000000,0.000000,684.954407,587.304269,566.700434,855.395738,885.981983,887.718490,950.784611,463.326665,615.389708,410.259806,205.129903,0.000000,0.000000,100.000000,78.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,50.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000
2014-02-12 12:00:00,0.000000,0.000000,185.375000,362.125000,530.759000,442.221000,642.553000,632.750000,571.375000,446.625000,305.250000,203.500000,101.750000,0.000000,0.000000,0.000000,0.000000,670.191172,846.045242,925.344080,349.747508,900.940779,903.259818,912.321102,877.358650,799.759550,533.173034,266.586517,0.000000,0.000000,100.000000,100.000000,98.000000,92.000000,20.000000,100.000000,90.000000,54.000000,44.000000,96.000000,40.000000,46.000000,52.000000,58.000000,72.000000
2014-02-13 12:00:00,0.000000,0.000000,130.750000,295.500000,431.264000,489.820000,551.969000,621.500000,578.250000,437.000000,295.375000,196.916667,98.458333,0.000000,0.000000,0.000000,0.000000,410.305706,578.160718,623.431144,480.200382,571.449129,858.667507,916.279400,845.926109,802.187078,534.791385,267.395692,0.000000,0.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000
2014-02-14 12:00:00,0.000000,0.375000,73.625000,117.625000,121.750000,162.073000,187.349000,203.250000,140.375000,136.375000,193.250000,128.833333,64.416667,0.000000,0.000000,0.000000,0.000000,22.487829,0.000000,0.000000,0.000000,3.356271,7.048399,0.000000,0.000000,271.236103,180.824069,90.412034,0.000000,0.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000
2014-02-15 12:00:00,0.000000,4.375000,181.750000,377.125000,531.479000,633.475000,680.061000,713.625000,645.750000,521.125000,349.625000,233.083333,116.541667,0.000000,0.000000,0.000000,0.000000,702.950079,854.094768,920.531170,940.800325,943.742046,977.717663,960.263705,914.173262,811.312907,540.875272,270.437635,0.000000,0.000000,100.000000,96.000000,92.000000,54.000000,10.000000,10.000000,10.000000,0.000000,8.000000,16.000000,16.000000,14.666667,13.333333,12.000000,12.000000
2014-02-16 12:00:00,0.000000,9.875000,217.000000,391.875000,534.232000,639.023000,692.985000,643.625000,561.625000,517.250000,348.250000,232.166667,116.083333,0.000000,0.000000,0.000000,0.000000,690.547992,859.717374,919.501272,941.655104,954.315910,878.710191,836.109298,915.517128,814.561196,543.040797,271.520398,0.000000,0.000000,26.000000,32.000000,62.000000,98.000000,92.000000,88.000000,74.000000,100.000000,100.000000,74.000000,2.000000,4.000000,6.000000,8.000000,14.000000
2014-02-17 12:00:00,0.000000,8.625000,134.500000,340.375000,396.857000,581.806000,623.005000,454.250000,489.250000,472.625000,332.000000,221.333333,110.666667,0.000000,0.000000,0.000000,0.000000,337.232451,742.364717,402.649443,774.878539,753.348148,260.117023,526.969739,887.610086,816.516758,544.344506,272.172253,0.000000,0.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,98.000000,100.000000,100.000000,100.000000,100.000000,66.666667
2014-02-18 12:00:00,0.000000,16.125000,152.375000,282.250000,204.104000,691.172000,742.645000,731.125000,659.875000,526.500000,344.875000,229.916667,114.958333,0.000000,0.000000,0.000000,0.000000,455.784066,404.343988,20.870839,971.573455,982.719909,980.467444,963.409819,918.979669,820.177879,546.785253,273.392626,0.000000,0.000000,0.000000,6.000000,40.000000,10.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2014-02-19 12:00:00,0.000000,17.750000,183.875000,377.000000,561.951000,674.517000,747.253000,728.500000,664.625000,532.500000,365.875000,243.916667,121.958333,0.000000,0.000000,0.000000,0.000000,678.270194,841.160465,932.535756,962.233473,983.128647,978.371939,964.384871,920.791695,824.299514,549.533009,274.766504,0.000000,0.000000,100.000000,100.000000,100.000000,100.000000,96.000000,100.000000,22.000000,60.000000,24.000000,60.000000,12.000000,8.000000,4.000000,0.000000,0.000000
2014-02-20 12:00:00,0.000000,29.375000,244.750000,438.125000,592.977000,697.131000,743.816000,730.000000,660.250000,531.500000,356.000000,237.333333,118.666667,0.000000,0.000000,0.000000,0.000000,714.988606,873.960150,943.091282,971.829694,980.108726,977.210696,963.051802,921.644568,826.527896,551.018598,275.509299,0.000000,0.000000,0.000000,6.000000,20.000000,18.000000,2.000000,6.000000,16.000000,22.000000,0.000000,56.000000,2.000000,8.000000,14.000000,20.000000,27.333333
2014-02-21 12:00:00,0.000000,30.625000,239.000000,434.875000,593.745000,701.901000,750.775000,736.250000,662.250000,529.750000,350.250000,233.500000,116.750000,0.000000,0.000000,0.000000,0.000000,720.039641,875.996191,943.650516,972.377912,981.373270,978.236459,962.864270,921.813920,828.696497,552.464332,276.232165,0.000000,0.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2014-02-22 12:00:00,0.000000,31.625000,227.375000,445.500000,605.533000,714.769000,763.982000,749.125000,674.375000,540.375000,359.375000,239.583333,119.791667,0.000000,0.000000,0.000000,0.000000,730.443695,879.158858,946.251950,975.509367,985.073789,982.028606,966.015598,924.624396,831.953725,554.635817,277.317908,0.000000,0.000000,90.000000,92.000000,94.000000,40.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.000000
2014-02-23 12:00:00,0.000000,40.625000,252.750000,450.500000,610.071000,718.167000,766.307000,750.375000,675.250000,541.375000,361.000000,240.666667,120.333333,0.000000,0.000000,0.000000,0.000000,731.510846,881.765881,947.507530,975.705618,984.431489,980.940688,965.577032,925.293505,834.519507,556.346338,278.173169,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2014-02-24 12:00:00,0.000000,44.750000,254.375000,450.000000,606.900000,709.506000,755.682000,731.875000,623.625000,492.875000,319.000000,212.666667,106.333333,0.000000,0.000000,0.000000,0.000000,736.948759,883.734937,946.839170,970.249418,975.725895,964.567414,901.720097,869.155495,785.020493,523.346995,261.673497,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30.000000,32.000000,34.000000,86.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,97.333333
2014-02-25 12:00:00,0.000000,52.250000,255.500000,438.250000,592.913000,708.309000,719.216000,498.375000,433.000000,137.875000,67.375000,44.916667,22.458333,0.000000,0.000000,0.000000,0.000000,742.573611,882.389665,938.225506,966.360337,918.170597,287.065982,263.446807,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,82.000000,98.000000,98.000000,82.000000,36.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000
