timestamp,B(ghi_kt|8h) ,B(ghi_kt|9h),B(ghi_kt|10h),B(ghi_kt|11h),B(ghi_kt|12h),B(ghi_kt|13h),B(ghi_kt|14h),B(ghi_kt|15h),B(ghi_kt|16h),B(ghi_kt|17h),B(ghi_kt|18h),B(ghi_kt|19h),B(dni_kt|8h) ,B(dni_kt|9h),B(dni_kt|10h),B(dni_kt|11h),B(dni_kt|12h),B(dni_kt|13h),B(dni_kt|14h),B(dni_kt|15h),B(dni_kt|16h),B(dni_kt|17h),B(dni_kt|18h),B(dni_kt|19h),V(ghi_kt|8h) ,V(ghi_kt|9h),V(ghi_kt|10h),V(ghi_kt|11h),V(ghi_kt|12h),V(ghi_kt|13h),V(ghi_kt|14h),V(ghi_kt|15h),V(ghi_kt|16h),V(ghi_kt|17h),V(ghi_kt|18h),V(ghi_kt|19h),V(dni_kt|8h) ,V(dni_kt|9h),V(dni_kt|10h),V(dni_kt|11h),V(dni_kt|12h),V(dni_kt|13h),V(dni_kt|14h),V(dni_kt|15h),V(dni_kt|16h),V(dni_kt|17h),V(dni_kt|18h),V(dni_kt|19h),L(ghi_kt|8h) ,L(ghi_kt|9h),L(ghi_kt|10h),L(ghi_kt|11h),L(ghi_kt|12h),L(ghi_kt|13h),L(ghi_kt|14h),L(ghi_kt|15h),L(ghi_kt|16h),L(ghi_kt|17h),L(ghi_kt|18h),L(ghi_kt|19h),L(dni_kt|8h) ,L(dni_kt|9h),L(dni_kt|10h),L(dni_kt|11h),L(dni_kt|12h),L(dni_kt|13h),L(dni_kt|14h),L(dni_kt|15h),L(dni_kt|16h),L(dni_kt|17h),L(dni_kt|18h),L(dni_kt|19h)
2014-01-12 12:00:00,1.200000,1.200000,1.200000,1.117085,0.942912,0.835072,0.742932,0.671176,0.615716,0.569642,0.545904,0.540678,1.200000,1.200000,1.200000,1.060000,0.848000,0.706667,0.605714,0.530000,0.471111,0.424000,0.385455,0.353333,0.000000,0.000000,0.000000,0.033310,0.030684,0.028665,0.026923,0.025530,0.024303,0.023112,0.022153,0.021378,0.000000,0.000000,0.000000,0.077622,0.069398,0.063334,0.058624,0.054829,0.051688,0.049031,0.046745,0.044752,1.200000,1.200000,1.200000,0.868339,0.246224,0.295871,0.190090,0.168887,0.172033,0.154980,0.308519,0.483189,1.200000,1.200000,1.200000,0.640000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2014-01-13 12:00:00,1.200000,1.200000,1.200000,1.197130,1.194622,1.181226,1.166719,1.154693,1.138572,1.134721,1.135586,1.132090,1.200000,1.200000,1.200000,1.186651,1.186032,1.176795,1.166693,1.158741,1.137582,1.137573,1.142862,1.128729,0.000000,0.000000,0.000000,0.024168,0.021687,0.019801,0.018334,0.017152,0.031432,0.029849,0.028467,0.032282,0.000000,0.000000,0.000000,0.059975,0.053686,0.049000,0.045360,0.042429,0.050727,0.048123,0.045882,0.051992,1.200000,1.200000,1.200000,1.188521,1.184589,1.114246,1.079680,1.070512,1.009600,1.100059,1.144237,1.093639,1.200000,1.200000,1.200000,1.146604,1.183556,1.130608,1.106082,1.103081,0.968302,1.137500,1.195745,0.973272
2014-01-14 12:00:00,1.200000,1.200000,1.200000,1.199266,1.196710,1.181984,1.166839,1.154285,1.144460,1.138121,1.136876,1.141978,1.200000,1.200000,1.200000,1.183310,1.173629,1.156632,1.143058,1.133779,1.127713,1.125579,1.128968,1.134887,0.000000,0.000000,0.000000,0.012702,0.011430,0.010526,0.009789,0.009163,0.008643,0.008206,0.007842,0.007517,0.000000,0.000000,0.000000,0.064857,0.058056,0.053009,0.049080,0.045907,0.043282,0.041061,0.039152,0.037483,1.200000,1.200000,1.200000,1.197066,1.186485,1.108355,1.075970,1.066404,1.065858,1.081075,1.124421,1.198097,1.200000,1.200000,1.200000,1.133241,1.134905,1.071645,1.061612,1.068826,1.079187,1.106373,1.162856,1.200000
2014-01-15 12:00:00,1.200000,1.200000,1.200000,1.197777,1.194824,1.179855,1.165079,1.152573,1.142746,1.136284,1.134853,1.140119,1.200000,1.200000,1.200000,1.181419,1.174951,1.157477,1.143503,1.132978,1.125504,1.122594,1.126421,1.132552,0.000000,0.000000,0.000000,0.011350,0.010184,0.009324,0.008644,0.008096,0.007683,0.007300,0.006984,0.006697,0.000000,0.000000,0.000000,0.055184,0.049355,0.045051,0.041706,0.039011,0.036791,0.034906,0.033288,0.031869,1.200000,1.200000,1.200000,1.191108,1.183011,1.105013,1.076418,1.065031,1.064130,1.078132,1.120534,1.198045,1.200000,1.200000,1.200000,1.125674,1.149083,1.070106,1.059661,1.059302,1.065710,1.096405,1.164687,1.200000
2014-01-16 12:00:00,1.200000,1.200000,1.200000,1.200000,1.197386,1.183174,1.167176,1.153840,1.143278,1.135636,1.132592,1.137402,1.200000,1.200000,1.200000,1.184397,1.176294,1.159932,1.142992,1.130828,1.121892,1.115985,1.115992,1.122860,0.000000,0.000000,0.000000,0.000000,0.000938,0.001310,0.001431,0.001517,0.001567,0.001533,0.001569,0.001604,0.000000,0.000000,0.000000,0.043055,0.038536,0.035194,0.032595,0.030500,0.028765,0.027293,0.026032,0.024925,1.200000,1.200000,1.200000,1.200000,1.186929,1.112113,1.071192,1.060482,1.058785,1.066862,1.102153,1.190305,1.200000,1.200000,1.200000,1.137588,1.143882,1.078124,1.041352,1.045676,1.050409,1.062815,1.116070,1.198409
2014-01-17 12:00:00,1.200000,1.200000,1.200000,1.200000,1.198290,1.186526,1.175121,1.164649,1.156765,1.151862,1.151686,1.155708,1.200000,1.200000,1.200000,1.192605,1.184022,1.169207,1.159491,1.150923,1.145675,1.143324,1.146412,1.150878,0.000000,0.000000,0.000000,0.000000,0.000959,0.001196,0.001367,0.001562,0.001731,0.001806,0.001879,0.001814,0.000000,0.000000,0.000000,0.038314,0.034290,0.031312,0.029003,0.027149,0.025628,0.024334,0.023216,0.022226,1.200000,1.200000,1.200000,1.200000,1.191452,1.127704,1.106693,1.091342,1.093698,1.107728,1.149929,1.199944,1.200000,1.200000,1.200000,1.170421,1.149687,1.095132,1.101194,1.090950,1.103691,1.122167,1.177294,1.200000
2014-01-18 12:00:00,1.200000,1.200000,1.200000,1.200000,1.198710,1.188462,1.175758,1.164474,1.156007,1.150887,1.151322,1.155378,1.200000,1.200000,1.200000,1.197503,1.194290,1.187438,1.178608,1.171308,1.167642,1.168142,1.171037,1.173451,0.000000,0.000000,0.000000,0.000000,0.000630,0.000845,0.000869,0.000853,0.000839,0.000829,0.000930,0.000890,0.000000,0.000000,0.000000,0.032213,0.028823,0.026317,0.024366,0.022797,0.021499,0.020401,0.019450,0.018621,1.200000,1.200000,1.200000,1.200000,1.193551,1.137223,1.099531,1.085484,1.088274,1.104811,1.155663,1.200000,1.200000,1.200000,1.200000,1.190012,1.181440,1.153175,1.125628,1.120211,1.138309,1.172644,1.199994,1.200000
2014-01-19 12:00:00,1.200000,1.200000,1.200000,1.200000,1.197826,1.185237,1.171582,1.160568,1.152101,1.147052,1.147267,1.151659,1.200000,1.200000,1.200000,1.198578,1.192633,1.176986,1.164049,1.157520,1.154012,1.155153,1.159195,1.162595,0.000000,0.000000,0.000000,0.000000,0.000687,0.000899,0.001002,0.001014,0.000993,0.000969,0.001037,0.000999,0.000000,0.000000,0.000000,0.021355,0.019125,0.017476,0.016198,0.015161,0.014309,0.013585,0.012953,0.012401,1.200000,1.200000,1.200000,1.200000,1.189131,1.122293,1.089648,1.083471,1.084365,1.101617,1.149412,1.199973,1.200000,1.200000,1.200000,1.194311,1.168855,1.098747,1.086428,1.111821,1.125942,1.165425,1.199616,1.200000
2014-01-20 12:00:00,1.200000,1.200000,1.200000,1.200000,1.198385,1.185885,1.171331,1.159513,1.150366,1.144315,1.142718,1.147280,1.200000,1.200000,1.200000,1.198528,1.196498,1.183616,1.169012,1.159301,1.153087,1.150706,1.153630,1.157494,0.000000,0.000000,0.000000,0.000000,0.000593,0.000884,0.000936,0.000911,0.000893,0.000895,0.000978,0.001001,0.000000,0.000000,0.000000,0.016395,0.014674,0.013420,0.012442,0.011646,0.010990,0.010444,0.009976,0.009551,1.200000,1.200000,1.200000,1.200000,1.191925,1.123387,1.084002,1.076792,1.077185,1.089859,1.126753,1.197458,1.200000,1.200000,1.200000,1.194112,1.188380,1.119201,1.081389,1.091322,1.103376,1.129276,1.182872,1.200000
2014-01-21 12:00:00,1.200000,1.200000,1.200000,1.200000,1.198102,1.186694,1.178843,1.150579,1.146006,1.143086,1.145450,1.148867,1.200000,1.200000,1.200000,1.200000,1.198002,1.186793,1.176915,1.144859,1.143778,1.146326,1.151205,1.152980,0.000000,0.000000,0.000000,0.000000,0.000607,0.000701,0.000783,0.019541,0.018550,0.017606,0.016791,0.017113,0.000000,0.000000,0.000000,0.000000,0.000618,0.000999,0.001065,0.021828,0.020736,0.019687,0.018769,0.021533,1.200000,1.200000,1.200000,1.200000,1.190512,1.129650,1.131741,0.952727,1.109425,1.116811,1.169083,1.186453,1.200000,1.200000,1.200000,1.200000,1.190010,1.130750,1.117641,0.920472,1.135130,1.169256,1.200000,1.172502
2014-01-22 12:00:00,1.200000,1.200000,1.200000,1.200000,1.185597,1.172894,1.162869,1.143487,1.132851,1.117165,1.115337,1.106772,1.200000,1.200000,1.200000,1.198613,1.168790,1.150112,1.135791,1.098306,1.072941,1.037208,1.038141,1.034946,0.000000,0.000000,0.000000,0.000000,0.042679,0.041970,0.042242,0.042083,0.042031,0.044017,0.045703,0.050202,0.000000,0.000000,0.000000,0.021293,0.058365,0.056062,0.055115,0.054025,0.053471,0.055158,0.057281,0.063379,1.200000,1.200000,1.200000,1.200000,1.127985,1.109381,1.102717,1.007816,1.047764,0.975983,1.097060,1.012554,1.200000,1.200000,1.200000,1.194452,1.049498,1.056720,1.049871,0.835907,0.870024,0.715608,1.047475,0.999799
2014-01-23 12:00:00,1.200000,1.200000,1.200000,1.200000,1.190978,1.173466,1.158000,1.145824,1.136933,1.131419,1.131300,1.136980,1.200000,1.200000,1.200000,1.199321,1.178305,1.158783,1.144788,1.136937,1.132960,1.133445,1.138794,1.143894,0.000000,0.000000,0.000000,0.000000,0.001157,0.001433,0.001492,0.001472,0.001427,0.001391,0.001432,0.001406,0.000000,0.000000,0.000000,0.000955,0.001697,0.001868,0.002011,0.002027,0.002033,0.002024,0.001973,0.001889,1.200000,1.200000,1.200000,1.200000,1.154891,1.085904,1.065205,1.060594,1.065799,1.081799,1.130114,1.199459,1.200000,1.200000,1.200000,1.197286,1.094240,1.061169,1.060818,1.081979,1.101149,1.137813,1.192277,1.200000
2014-01-24 12:00:00,1.200000,1.200000,1.200000,1.200000,1.186311,1.167853,1.151443,1.138307,1.127008,1.118346,1.113845,1.111087,1.200000,1.200000,1.200000,1.182288,1.146842,1.122873,1.104767,1.091785,1.078314,1.067904,1.063807,1.056350,0.000000,0.000000,0.000000,0.000000,0.001295,0.001400,0.001461,0.001490,0.001502,0.001608,0.001831,0.025057,0.000000,0.000000,0.000000,0.006359,0.005834,0.005397,0.005078,0.004834,0.004617,0.004482,0.004465,0.034695,1.200000,1.200000,1.200000,1.200000,1.131557,1.075561,1.052986,1.046354,1.036616,1.040390,1.068829,1.080750,1.200000,1.200000,1.200000,1.129152,1.005056,1.003032,0.996127,1.000910,0.970551,0.974212,1.022833,0.974325
2014-01-25 12:00:00,1.200000,1.200000,1.200000,1.200000,1.189559,1.169673,1.142028,1.126971,1.115270,1.106990,1.104388,1.110708,1.200000,1.200000,1.200000,1.198264,1.167711,1.139937,1.102976,1.084356,1.072319,1.065493,1.067881,1.078381,0.000000,0.000000,0.000000,0.000000,0.001860,0.002274,0.042302,0.041284,0.038934,0.036949,0.035230,0.033736,0.000000,0.000000,0.000000,0.001762,0.002824,0.003105,0.046234,0.045212,0.042649,0.040485,0.038605,0.036965,1.200000,1.200000,1.200000,1.200000,1.147795,1.070243,0.976161,1.021572,1.021660,1.032471,1.078370,1.180221,1.200000,1.200000,1.200000,1.193056,1.045499,1.001066,0.881209,0.954017,0.976025,1.004060,1.091764,1.193872
2014-01-26 12:00:00,1.200000,1.200000,1.200000,1.200000,1.191156,1.172086,1.155176,1.141468,1.131078,1.124452,1.123326,1.087487,1.200000,1.200000,1.200000,1.199924,1.180096,1.158352,1.141879,1.130593,1.123334,1.120005,1.106225,1.014266,0.000000,0.000000,0.000000,0.000000,0.001040,0.001108,0.002810,0.002652,0.002516,0.002401,0.013882,0.013739,0.000000,0.000000,0.000000,0.000406,0.001463,0.001575,0.003319,0.003172,0.003038,0.002933,0.024498,0.023674,1.200000,1.200000,1.200000,1.200000,1.155780,1.076737,1.053714,1.045512,1.047956,1.064817,1.112075,0.693254,1.200000,1.200000,1.200000,1.199696,1.100786,1.049630,1.043043,1.051584,1.065265,1.090047,0.968420,0.002716
2014-01-27 12:00:00,1.200000,1.200000,1.200000,1.200000,1.184362,1.126432,1.027813,0.947298,0.890811,0.841921,0.800156,0.783155,1.200000,1.200000,1.200000,1.199688,1.164069,1.070607,0.927418,0.811576,0.723853,0.656434,0.599934,0.549939,0.000000,0.000000,0.000000,0.000000,0.021866,0.025338,0.023839,0.022320,0.021119,0.020182,0.019287,0.018564,0.000000,0.000000,0.000000,0.000660,0.024526,0.028415,0.026716,0.024991,0.023616,0.022561,0.021557,0.020638,1.200000,1.200000,1.200000,1.200000,1.121809,0.836781,0.436101,0.383695,0.438912,0.401913,0.382500,0.596145,1.200000,1.200000,1.200000,1.198754,1.021593,0.603298,0.068280,0.000684,0.022072,0.049661,0.034929,0.000000
2014-01-28 12:00:00,1.200000,1.200000,1.200000,1.035209,0.951712,0.913773,0.902542,0.867719,0.859099,0.837912,0.831916,0.844464,1.200000,1.200000,1.200000,0.965000,0.777851,0.670510,0.628021,0.565896,0.537456,0.489487,0.454545,0.471664,0.000000,0.000000,0.000000,0.035197,0.035344,0.043377,0.048464,0.046871,0.046638,0.046204,0.047269,0.056306,0.000000,0.000000,0.000000,0.077622,0.070692,0.071767,0.072703,0.068848,0.067234,0.065428,0.064867,0.079700,1.200000,1.200000,1.200000,0.540836,0.617725,0.724079,0.835153,0.623956,0.790146,0.647228,0.771956,0.982485,1.200000,1.200000,1.200000,0.260000,0.029256,0.133803,0.373085,0.131023,0.309938,0.057760,0.105134,0.659969
2014-01-29 12:00:00,1.200000,1.200000,1.200000,1.081409,0.980065,0.957525,0.946290,0.920873,0.881027,0.847341,0.837904,0.838915,1.200000,1.200000,1.200000,0.961390,0.769113,0.692191,0.677277,0.636175,0.571296,0.514325,0.478215,0.446239,0.000000,0.000000,0.000000,0.038032,0.035277,0.038769,0.039113,0.040119,0.047056,0.045343,0.048715,0.048132,0.000000,0.000000,0.000000,0.078143,0.069864,0.068720,0.066242,0.064647,0.067871,0.064426,0.066428,0.065151,1.200000,1.200000,1.200000,0.725634,0.574689,0.844828,0.878880,0.742950,0.562262,0.544162,0.743535,0.850035,1.200000,1.200000,1.200000,0.245560,0.000007,0.307577,0.587797,0.348457,0.052266,0.001582,0.117121,0.094497
2014-01-30 12:00:00,1.200000,1.200000,1.200000,0.972569,0.797462,0.678639,0.594480,0.529707,0.480835,0.445540,0.417330,0.394772,1.200000,1.200000,1.200000,0.950028,0.760022,0.633352,0.542873,0.475014,0.422235,0.380011,0.345465,0.316676,0.000000,0.000000,0.000000,0.067493,0.060417,0.055184,0.051128,0.047840,0.045140,0.042961,0.041146,0.039428,0.000000,0.000000,0.000000,0.077371,0.069174,0.063129,0.058435,0.054652,0.051521,0.048872,0.046595,0.044608,1.200000,1.200000,1.200000,0.290277,0.097033,0.084526,0.089521,0.076296,0.089861,0.127887,0.135232,0.146634,1.200000,1.200000,1.200000,0.200111,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000000
2014-01-31 12:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-02-01 12:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-02-02 12:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-02-03 12:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-02-04 12:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
